Category	Mod	DevURL
Ingame Aim	----100m	
Ingame Aim	----200m	
Ingame Aim	----500m	
Ingame Aim	--PostMortem Zoom	
Ingame Aim	----100m	
Ingame Aim	----200m	
Ingame Aim	----500m	
Ingame Aim	--Stragetic (SPG) Zoom	
Ingame Aim	----200m	
Ingame Aim	----500m	
Ingame Aim	--Increase Scroll Speed	
Ingame Info	15m Spot Circle	=HYPERLINK("http://wotsite.net/mody-dlya-world-of-tanks/12048-","link")
Ingame Info	--15m Spot Circle in different colors	=HYPERLINK("http://wotsite.net/mody-dlya-world-of-tanks/12048-","link")
Ingame Info	----Toggle ON-OFF with NUMPAD1 (default F9)	
Ingame Info	----Enabled by Default	
Ingame Info	----Yellow	
Ingame Info	----green	
Ingame Info	----light green	
Ingame Info	----violet	
Ingame Info	----light violet	
Ingame Info	----light & dark violet	
Ingame Info	----light turquoise & green	
Ingame Info	----turquoise	
Ingame Info	----turquoise & pink	
Ingame Info	----turquoise & violet & red	
Ingame Info	--15m Spot Circle (Type set in garage)	=HYPERLINK("http://wotsite.net/mody-dlya-world-of-tanks/12048-","link")
Ingame Info	Arty HitLog	=HYPERLINK("https://wgmods.net/1036/details","link")
Ingame Info	ATAC - enemy in 150m range	=HYPERLINK("https://wotsite.net/mody-dlya-world-of-tanks/12160-mod-atas-dlya-wot.html\r\nhttps://wotspeak.ru/mody-world-of-tanks-wot/525-mod-atas-informaciya-o-blizhayshem-zasvechennom-tanke-vraga-dlya-world-of-tanks.html","link")
Ingame Info	Crew Skill Informer	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/481984-\r\nhttp://www.mediafire.com/file/52exewkcvq72xrt/1.5.0.0_Crew+Skill+Informer.zip","link")
Ingame Info	Damage Indicator	
Ingame Info	--ApxuBbI	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Ingame Info	--Badboy78	=HYPERLINK("http://hjundaj.com/mods/damage-indicator/damage-indicator-badboy78","link")
Ingame Info	--BIG by poVitter	
Ingame Info	--BoBaH 13	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Ingame Info	--dikey93	=HYPERLINK("https://wotspeak.ru/paneli-povrezhdeniy-world-of-tanks-wot/110-mod-na-indikator-urona-world-of-tanks-wot.html","link")
Ingame Info	--Dima77	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Ingame Info	--GreenWarriors	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Ingame Info	--Harpoon by lenya69	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Ingame Info	--marsoff	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Ingame Info	--Pb13	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Ingame Info	--Slava7572	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Ingame Info	--Wotspeak	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Ingame Info	DebugPanel	
Ingame Info	--by OldSkool	=HYPERLINK("https://www.oldskool.vip/promod/ProMod.zip","link")
Ingame Info	--YADP by The Illusion	
Ingame Info	--Fps Ping coloredBar by lenya69	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Ingame Info	HP Bars	
Ingame Info	--Champi HP Bars (Conflicts with A.) Enemy spotted status & B.) Friends Marker  BOTH by oldskool	=HYPERLINK("https://wot.champi.de/\r\nhttps://wgmods.net/3411/\r\n","link")
Ingame Info	HP Pools	
Ingame Info	--HP Pools (PMOD)	
Ingame Info	----Default	=HYPERLINK("https://wot.champi.de/\r\nhttps://wgmods.net/3411/\r\n","link")
Ingame Info	----Locastan	=HYPERLINK("https://wot.champi.de/\r\nhttps://wgmods.net/3411/\r\n","link")
Ingame Info	----Minimal	=HYPERLINK("https://wot.champi.de/\r\nhttps://wgmods.net/3411/\r\n","link")
Ingame Info	----WGL	=HYPERLINK("https://wot.champi.de/\r\nhttps://wgmods.net/3411/\r\n","link")
Ingame Info	Enemy spotted status	=HYPERLINK("https://wgmods.net/1024/details","link")
Ingame Info	--Ball	=HYPERLINK("https://wgmods.net/1024/details","link")
Ingame Info	InBattle Rating	
Ingame Info	--RaJCeL (Broken on NA server)	=HYPERLINK("https://wgmods.net/2559/details\r\nhttp://forum.worldoftanks.eu/index.php?/topic/691120-15132019-07-25-in-battle-statistics-by-rajcel/","link")
Ingame Info	--OldSkool	=HYPERLINK("https://www.oldskool.vip/promod/ProMod.zip\r\nhttp://forum.worldoftanks.eu/index.php?/topic/603810-1010-oldskool-mods-autoequip-artylog-battle-ratings-more/","link")
Ingame Info	--PROTanki	=HYPERLINK("https://protanki.tv/mods/battle_mod/kalkulyator-boevoi-effektivnosti","link")
Ingame Info	InBattle timer HARPOON	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1419789-","link")
Ingame Info	Marks on Gun Extended (MoE) v8.04 (Marks of Excellence)	=HYPERLINK("https://github.com/spoter/spoter-mods/tree/master/mod_marksOnGunExtended","link")
Ingame Info	--show in techtree	
Ingame Info	--show in hangar	
Ingame Info	--#4 - Circon`s config  ( <- our previous default one!)	
Ingame Info	--#3 - Spoter´s extended config	
Ingame Info	--#2 - Myp´s config (SMALL)	
Ingame Info	--#1 - Skill4tu´s config (SMALL)	
Ingame Info	Gold Ammo Visibility Mod	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/669824-\r\nhttps://wgmods.net/1233/details\nhttp://forum.worldoftanks.eu/index.php?/topic/672149-","link")
Ingame Info	--Blue	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/669824-","link")
Ingame Info	--Light Blue	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/669824-","link")
Ingame Info	--Cyan (Turquoise)	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/669824-","link")
Ingame Info	--Green	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/669824-","link")
Ingame Info	--Lime Green	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/669824-","link")
Ingame Info	--Purple	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/669824-","link")
Ingame Info	--Pink	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/669824-","link")
Ingame Info	--Red	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/669824-","link")
Ingame Info	--Orange	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/669824-","link")
Ingame Info	--Yellow	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/669824-","link")
Ingame Info	--Show ally gold shots	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/669824-","link")
Ingame Info	--Show own gold shots	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/669824-","link")
Ingame Info	RTAN - Real Time Achievements Notifications	
Ingame Info	--InsigniaMonitor by Spoter	=HYPERLINK("https://github.com/spoter/spoter-mods/tree/master/mod_insigniaMonitor","link")
Ingame Info	--RTAN by Aimdrol	=HYPERLINK("https://github.com/Aimdrol/MLG-RTAN","link")
Ingame Info	--RTAN by protanki	=HYPERLINK("https://protanki.tv/mods/battle_mod/mod-dostizheniya-v-bou","link")
Ingame Info	Show Personal Missions in Detail ("Quests")	=HYPERLINK("http://wotsite.net/mody-dlya-world-of-tanks/12268-\r\nhttps://wgmods.net/523/details","link")
Ingame Info	Spot Marks	=HYPERLINK("https://github.com/spoter/spoter-mods/tree/master/mod_spotMarks/zip","link")
Ingame Info	--show only for light tanks	
Ingame Info	SpotMessanger	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/562735-\r\nhttps://wgmods.net/669/","link")
Ingame Info	--active at start, deactivate with F11	
Ingame Info	--inactive at start, activate with F11	
Ingame Info	--Battletypes	
Ingame Info	----Random	
Ingame Info	------with Message in Team chat	
Ingame Info	------with Message in Platoon chat	
Ingame Info	----Grand Battles	
Ingame Info	------with Message in Team chat	
Ingame Info	------with Message in Platoon chat	
Ingame Info	----Teambattle	
Ingame Info	----Ranked Teambattle	
Ingame Info	----ClanBattle	
Ingame Info	----ProvingGround	
Ingame Info	--Vehicle Types	
Ingame Info	----LT	
Ingame Info	----MT	
Ingame Info	----HT	
Ingame Info	----TD	
Ingame Info	----SPG	
Ingame Info	Spotted Extended Light	=HYPERLINK("https://github.com/spoter/spoter-mods/tree/master/mod_spotted_extended_light","link")
Ingame Info	Shell Info	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/702680-14022019-03-14-shell-speed-by-rajcel/\r\nhttps://wgmods.net/3080","link")
Ingame Info	--Enable Debug	
Ingame Info	--Enable Damage Spread	
Ingame Info	--Enable Explosion Radius	
Ingame Info	--Enable Penetration Spread	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/702680-14022019-03-14-shell-speed-by-rajcel/\r\nhttps://wgmods.net/3080","link")
Ingame Info	--Enable Shell Speed	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/702680-14022019-03-14-shell-speed-by-rajcel/\r\nhttps://wgmods.net/3080","link")
Ingame Info	Tank Info Panel	
Ingame Info	--Tank Info Panel by Izeberg	
Ingame Info	--Tank Info Panel by OldSkool v1.2.3	=HYPERLINK("https://wgmods.net/1029/details","link")
Ingame Info	--Tank Info Panel by PROTanki	=HYPERLINK("https://protanki.tv/mods/battle_mod/informatsionnaya-panel","link")
Ingame Info	TessuMod - WOT/Teamspeak integration (installation guide in description)	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/433614-\r\nhttps://github.com/jhakonen/wot-teamspeak-plugin/releases/tag/v0.8.0","link")
Ingame Info	Wide Border of Maps	=HYPERLINK("https://koreanrandom.com/forum/topic/5930-","link")
Ingame Info	--COMMAND Full	
Ingame Info	--EXTRAGRID Full	
Ingame Info	--GRID Full	
Ingame Info	--INTENSIVE Full	
Ingame Info	--SPG Full	
Ingame Info	--WIDE Full	
Ingame Misc	Antitoxicity	=HYPERLINK("https://wgmods.net/68/details","link")
Ingame Misc	--Disable showing of own messages	
Ingame Misc	--Disable replay chat	
Ingame Misc	--Block minimap spam click after 3 repeats	
Ingame Misc	--Block dead allies from battle chat	
Ingame Misc	Arty and Siege Filter (remove hint on battle start)	=HYPERLINK("https://wgmods.net/2819/details","link")
Ingame Misc	Auxilium Ingame Settings v19.07	=HYPERLINK("https://wgmods.net/41/details","link")
Ingame Misc	--Disable 2 Minute Warning	
Ingame Misc	--Disable Sniper Shadowing	
Ingame Misc	--Disable Combat Messages (above minimap)	
Ingame Misc	--Damage Indicator Timer	
Ingame Misc	----6 Second	
Ingame Misc	----5 Second	
Ingame Misc	----4 Second	
Ingame Misc	----3 Second	
Ingame Misc	----2 Second	
Ingame Misc	----1 Second	
Ingame Misc	--Disable TD Break	
Ingame Misc	--Enable Horizonal Stabilizer on all tanks	
Ingame Misc	--Disable dynamic platoon messages	
Ingame Misc	--Disable showing of annoying graphics settings window at battle start	
Ingame Misc	--SpeedoMeter	
Ingame Misc	----SpeedoMeter For All Tanks	
Ingame Misc	----Disable SpeedoMeter	
Ingame Misc	--Disable postmortem tips	
Ingame Misc	BaseCap	
Ingame Misc	--BaseCap Circles	
Ingame Misc	----LordFelix	
Ingame Misc	------v01	=HYPERLINK("https://wgmods.net/1914/details","link")
Ingame Misc	------v02	=HYPERLINK("https://wgmods.net/2008/details","link")
Ingame Misc	----Colored	=HYPERLINK("https://koreanrandom.com/forum/topic/11026-","link")
Ingame Misc	------V1 Faint Red	
Ingame Misc	------V2 Turquoise	
Ingame Misc	------V3 Red	
Ingame Misc	------V4 Navy Blue	
Ingame Misc	------V5 SeaGreen	
Ingame Misc	------V6 Lime	
Ingame Misc	------V7 Silver Shadow	
Ingame Misc	------V8 Magenta	
Ingame Misc	------V9 Magenta Protect	
Ingame Misc	------V10 White Black	
Ingame Misc	------V11 Yellow Black	
Ingame Misc	------V12 SeaGreen Gray	
Ingame Misc	------V13 Protected Zone	
Ingame Misc	------V14 Blue Slash	
Ingame Misc	------V15 Yellow Black Slash	
Ingame Misc	------V16 Red Lawn Green	
Ingame Misc	------V17 Yellow Black Big	
Ingame Misc	----25 Countries	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------Argentina	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------Australia	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------Austria	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------Brazil	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------Canada	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------China	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------Czechia	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------Finland	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------France	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------Germany	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------Germany Prussia	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------Greece	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------Hungary	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------Iceland	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------Italy	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------Japan	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------Mexico	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------New Zealand	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------Poland	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------Russia	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------Spain	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------UK	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------Ukraine	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------USA	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------USA Rebel	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	------USSR	=HYPERLINK("https://wgmods.net/2036/details","link")
Ingame Misc	--BaseCap Flags	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	----Hawg's 101 Cap Flags	=HYPERLINK("https://www.curseforge.com/worldoftanks/wot-mods/hawgs-101-cap-flags/files","link")
Ingame Misc	------(1)  Ace of Spades	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(2)  Aerial King	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(3)  All Black	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(4)  Anime Kashiwazaki	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(5)  Anime Wolf	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(6)  Army Star	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(7)  Axe	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(8)  Banana Boy	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(9)  Batman	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(10) Battle Pass	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(11) Bear	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(12) Beer	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(13) Bend Over	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(14) Beta Tester	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(15) Black Stripes	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(16) Boar	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(17) Bomb	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(18) Bull	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(19) Cannon	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(20) Captain-America	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(21) Chief	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(22) Chinese Mask	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(23) Clover	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(24) Cross-hairs	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(25) Dice	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(26) Dollar	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(27) Dragon	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(28) Eagle	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(29) Euro	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(30) Evil Jack-O	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(31) Fire	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(32) Fish Bones	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(33) Fist Bump	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(34) Fleur De Lis	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(35) Fortnite Cowboy	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(36) Gas Mask	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(37) Ghost	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(38) Girls und Panzer Nishi Kinuyo	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(39) Granade	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(40) Grim	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(41) Groot	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(42) Guns -Star	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(43) Hammer and Sickle	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(44) Hand	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(45) Hawgs Mark 3	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(46) Head Set	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
Ingame Misc	------(47) Helmet	=HYPERLINK("https://wgmods.net/search/?owner=237525","link")
